rubric_version_code,chapter_type_code,section_name,section_code,section_order,subsection_name,subsection_code,subsection_order,criterion_code,criterion_text,item_type,is_required,default_point_value,display_order,active
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,7.) Boy Scouts of America,7_boy_scouts_of_america,7,7.1,Chapter participates in a Boy Scouts of America programming event,activity,false,1,1,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,7.) Boy Scouts of America,7_boy_scouts_of_america,7,7.2,Pecentage of Chapter in attendance at Boy Scouts of America programming events,metric,false,1,2,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,7.) Boy Scouts of America,7_boy_scouts_of_america,7,7.3,Amount of Boy Scouts of America programming events for the fraternal term (Fall/Spring),metric,false,1,3,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,7.) Boy Scouts of America,7_boy_scouts_of_america,7,7.4,Chapter is a co-Sponsor of program with College Chapter,activity,false,1,4,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,7.) Boy Scouts of America,7_boy_scouts_of_america,7,7.5,Chapter is a co-sponsor of program with another organization (Greek or non-Greek),activity,false,1,5,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,7.) Boy Scouts of America,7_boy_scouts_of_america,7,7.6,Chapter is a co-sponsor of program with another Alumni Chapter(s),activity,false,1,6,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,8.) Big Brothers / Big Sisters of America,8_big_brothers_big_sisters_of_america,8,8.1,Chapter participates or engages in an Big Brothers / Big Sisters of America programming events for the fraternal term (Fall/Spring),activity,false,1,1,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,8.) Big Brothers / Big Sisters of America,8_big_brothers_big_sisters_of_america,8,8.2,Pecentage of Chapter in attendance at Big Brothers / Big Sisters of America programming events,metric,false,1,2,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,8.) Big Brothers / Big Sisters of America,8_big_brothers_big_sisters_of_america,8,8.3,Amount of Big Brothers / Big Sisters of America programming events for the fraternal term (Fall/Spring),metric,false,1,3,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,8.) Big Brothers / Big Sisters of America,8_big_brothers_big_sisters_of_america,8,8.5,Chapter is a co-Sponsor of program with College Chapter,activity,false,1,4,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,8.) Big Brothers / Big Sisters of America,8_big_brothers_big_sisters_of_america,8,8.6,Chapter is a co-sponsor of program with another organization (Greek or non-Greek),activity,false,1,5,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,8.) Big Brothers / Big Sisters of America,8_big_brothers_big_sisters_of_america,8,8.7,Chapter is a co-sponsor of program with another Alumni Chapter(s),activity,false,1,6,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,9.) Cannon-Dozier Project,9_cannon_dozier_project,9,9.1,Chapter participates or engages in an Cannon-Dozier programming events for the fraternal term (Fall/Spring),activity,false,1,1,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,9.) Cannon-Dozier Project,9_cannon_dozier_project,9,9.2,Pecentage of Chapter in attendance at Cannon-Dozier programming events,metric,false,1,2,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,9.) Cannon-Dozier Project,9_cannon_dozier_project,9,9.3,Amount of Cannon-Dozier programming events for the fraternal term (Fall/Spring),metric,false,1,3,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,9.) Cannon-Dozier Project,9_cannon_dozier_project,9,9.4,Chapter is a co-Sponsor of program with College Chapter,activity,false,1,4,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,9.) Cannon-Dozier Project,9_cannon_dozier_project,9,9.5,Chapter is a co-sponsor of program with another organization (Greek or non-Greek),activity,false,1,5,true
alumni_v1,alumni,National Programs & Special Initiatives,national_programs_special_initiatives,2,9.) Cannon-Dozier Project,9_cannon_dozier_project,9,9.6,Chapter is a co-sponsor of program with another Alumni Chapter(s),activity,false,1,6,true
alumni_v1,alumni,Community Engagement,community_engagement,3,1.) Community Leadership,1_community_leadership,1,1.2,Chapter representative(s) attend(s) local National Pan - Hellenic Council (NPHC) meeting(s),activity,false,1,1,true
alumni_v1,alumni,Community Engagement,community_engagement,3,1.) Community Leadership,1_community_leadership,1,1.3,NPHC Representative(s) meeting attendance frequency percentage,activity,false,1,2,true
alumni_v1,alumni,Community Engagement,community_engagement,3,1.) Community Leadership,1_community_leadership,1,1.4,Chapter Member(s) hold Executive Board(s) position(s) outside of Chapter,activity,false,1,3,true
alumni_v1,alumni,Community Engagement,community_engagement,3,1.) Community Leadership,1_community_leadership,1,1.5,Percentage of Chapter Member(s) serving on Executive Board(s) outside of Chapter:,metric,false,1,4,true
alumni_v1,alumni,Community Engagement,community_engagement,3,1.) Community Leadership,1_community_leadership,1,1.6,Chapter participates in Leadership Development program(s),activity,false,1,5,true
alumni_v1,alumni,Community Engagement,community_engagement,3,1.) Community Leadership,1_community_leadership,1,1.7,Percentage of Chapter Member(s) participating in Leadership Development program(s):,metric,false,1,6,true
alumni_v1,alumni,Community Engagement,community_engagement,3,1.) Community Leadership,1_community_leadership,1,1.8,Chapter Member(s) serving in FEDERAL/STATE/LOCAL GOVERNMENT ELECTED AND/OR APPOINTED position(s):,activity,false,1,7,true
alumni_v1,alumni,Community Engagement,community_engagement,3,1.) Community Leadership,1_community_leadership,1,1.9,Percentage of Chapter Member(s) serving in FEDERAL/STATE/LOCAL GOVERNMENT ELECTED AND/OR APPOINTED position(s):,metric,false,1,8,true
alumni_v1,alumni,Community Engagement,community_engagement,3,2.) Community Service,2_community_service,2,2.1,Chapter participates in Community Service,activity,false,1,1,true
alumni_v1,alumni,Community Engagement,community_engagement,3,2.) Community Service,2_community_service,2,2.2,Percentage of Chapter Member(s) participating in Community Service,metric,false,1,2,true
alumni_v1,alumni,Community Engagement,community_engagement,3,2.) Community Service,2_community_service,2,2.3,Amount of Community Service hour(s) for the fraternal term (Fall/Spring),metric,false,1,3,true
alumni_v1,alumni,Community Engagement,community_engagement,3,2.) Community Service,2_community_service,2,2.4,Type of Community Service (Select All That Apply),metric,false,1,4,true
alumni_v1,alumni,Community Engagement,community_engagement,3,2.) Community Service,2_community_service,2,3.1,Chapter participates in Philanthropy,activity,false,1,5,true
alumni_v1,alumni,Community Engagement,community_engagement,3,2.) Community Service,2_community_service,2,3.2,Percentage of Chapter Member(s) participating in Philanthropy,metric,false,1,6,true
alumni_v1,alumni,Community Engagement,community_engagement,3,2.) Community Service,2_community_service,2,3.3,Amount of Charitible Funds aquired for the fraternal term (Fall/Spring),metric,false,1,7,true
alumni_v1,alumni,Community Engagement,community_engagement,3,2.) Community Service,2_community_service,2,3.4,Type of Philanthropy (Select All That Apply),metric,false,1,8,true
alumni_v1,alumni,Community Engagement,community_engagement,3,5.) Social Events,5_social_events,3,5.1,Chapter hosts a Chapter Brotherhood event for their chapter,activity,false,1,1,true
alumni_v1,alumni,Community Engagement,community_engagement,3,5.) Social Events,5_social_events,3,5.2,Percentage of Chapter Member(s) participating in Chapter Brotherhood event:,metric,false,1,2,true
alumni_v1,alumni,Community Engagement,community_engagement,3,5.) Social Events,5_social_events,3,5.3,Chapter has Social Event with a Chapter from a different Greek Council,activity,false,1,3,true
alumni_v1,alumni,Community Engagement,community_engagement,3,5.) Social Events,5_social_events,3,5.4,Percentage of Chapter Member(s) participating in Social Event with a Chapter from a different Greek Council,metric,false,1,4,true
alumni_v1,alumni,Community Engagement,community_engagement,3,5.) Social Events,5_social_events,3,5.5,Chapter host a Social Event with a Chapter within NPHC,activity,false,1,5,true
alumni_v1,alumni,Community Engagement,community_engagement,3,5.) Social Events,5_social_events,3,5.6,Percentage of Chapter Member(s) participating in Social Event with a Chapter within NPHC,metric,false,1,6,true
alumni_v1,alumni,Community Engagement,community_engagement,3,5.) Social Events,5_social_events,3,5.7,Chapter has alcohol free Social Event with a Non-Greek Organization,activity,false,1,7,true
alumni_v1,alumni,Community Engagement,community_engagement,3,5.) Social Events,5_social_events,3,5.8,Percentage of Chapter Member(s) participating in Social Event with a Non-Greek Organization,metric,false,1,8,true
alumni_v1,alumni,Community Engagement,community_engagement,3,6.) Involvement w/ External Organizations,6_involvement_w_external_organizations,4,6.1,Chapter Member(s) are involved in Organizations Outside of the Fraternity,activity,false,1,1,true
alumni_v1,alumni,Community Engagement,community_engagement,3,6.) Involvement w/ External Organizations,6_involvement_w_external_organizations,4,6.2,Percentage of Chapter Member(s) involved in Organizations Outside of the Fraternity,metric,false,1,2,true
alumni_v1,alumni,Community Engagement,community_engagement,3,6.) Involvement w/ External Organizations,6_involvement_w_external_organizations,4,6.3,Select all Organization classifications in which Chapter Member(s) are actively engaged:,metric,false,1,3,true
