chapter_key,chapter_name,chapter_type_code,university,district,region,status_code,is_dechartered
396,Theta Chi,collegiate,Northwestern State University,Louisiana,Southwestern,Active,false
298,Theta Chi Lambda,alumni,,New York,Eastern,Dechartered,true
379,Theta Delta,collegiate,University  of South Alabama,Alabama,Southern,Active,false
281,Theta Delta Lambda,alumni,,Texas,Southwestern,Active,false
380,Theta Epsilon,collegiate,"St. John's University, Jamaica NY",New York,Eastern,Inactive,false
282,Theta Epsilon Lambda,alumni,,Florida,Southern,Inactive,false
382,Theta Eta,collegiate,,Northern California,Western,Dechartered,true
284,Theta Eta Lambda,alumni,,Florida,Southern,Active,false
378,Theta Gamma,collegiate,University of South Florida,Florida,Southern,Active,false
280,Theta Gamma Lambda,alumni,,Alabama,Southern,Dechartered,true
384,Theta Iota,collegiate,Virginia Tech,Virginia,Eastern,Active,false
286,Theta Iota Lambda,alumni,,New England,Eastern,Active,false
385,Theta Kappa,collegiate,Henderson State University,Arkansas,Southwestern,Active,false
287,Theta Kappa Lambda,alumni,,,Southwestern,Dechartered,true
108,Theta Lambda,alumni,,Ohio,Midwestern,Active,false
386,Theta Mu,collegiate,Sam Houston State University,Texas,Southwestern,Cease and Desist,false
288,Theta Mu Lambda,alumni,,Illinois,Midwestern,Active,false
387,Theta Nu,collegiate,University of South Carolina Columbia,South Carolina,Southern,Probation,false
289,Theta Nu Lambda,alumni,,Georgia,Southern,Active,false
389,Theta Omicron,collegiate,Millikin University,Illinois,Midwestern,Active,false
291,Theta Omicron Lambda,alumni,,North Carolina,Southern,Active,false
395,Theta Phi,collegiate,LSU New Orleans,Louisiana,Southwestern,Active,false
297,Theta Phi Lambda,alumni,,South Carolina,Southern,Active,false
390,Theta Pi,collegiate,,Tennessee,Southern,Dechartered,true
292,Theta Pi Lambda,alumni,,"Arizona, Nevada, New Mexico",Western,Inactive,false
397,Theta Psi,collegiate,University of Central Arkansas,Arkansas,Southwestern,Active,false
299,Theta Psi Lambda,alumni,,New Jersey,Eastern,Active,false
391,Theta Rho,collegiate,Virginia Commonwealth University,Virginia,Eastern,Active,false
293,Theta Rho Lambda,alumni,,Virginia,Eastern,Active,false
392,Theta Sigma,collegiate,University of Florida,Florida,Southern,Suspended,false
294,Theta Sigma Lambda,alumni,,Mississippi,Southern,Active,false
393,Theta Tau,collegiate,Kettering University,Michigan,Midwestern,Inactive,false
295,Theta Tau Lambda,alumni,,Arkansas,Southwestern,Active,false
383,Theta Theta,collegiate,McNeese State University,Louisiana,Southwestern,Active,false
285,Theta Theta Lambda,alumni,,International,Eastern,Active,false
394,Theta Upsilon,collegiate,Arkansas State University,Arkansas,Southwestern,Active,false
296,Theta Upsilon Lambda,alumni,,Indiana,Midwestern,Active,false
388,Theta Xi,collegiate,Ball State University,Indiana,Midwestern,Active,false
290,Theta Xi Lambda,alumni,,Indiana,Midwestern,Active,false
381,Theta Zeta,collegiate,Dartmouth College,New England,Eastern,Active,false
283,Theta Zeta Lambda,alumni,,Michigan,Midwestern,Active,false
19,Upsilon,collegiate,University of Kansas,Kansas,Midwestern,Active,false
818,Upsilon Alpha,collegiate,University of South Carolina Upstate,South Carolina,Southern,Active,false
819,Upsilon Beta,collegiate,Christopher Newport University,Virginia,Eastern,Active,false
845,Upsilon Chi,collegiate,Pepperdine University,Southern California,Western,Inactive,false
822,Upsilon Delta,collegiate,Rust College,Mississippi,Southern,Active,false
823,Upsilon Epsilon,collegiate,Salisbury University,"Washington DC, Maryland, Delaware",Eastern,Active,false
825,Upsilon Eta,collegiate,Auburn University at Montgomery,Alabama,Southern,Active,false
820,Upsilon Gamma,collegiate,University of Richmond,Virginia,Eastern,Inactive,false
827,Upsilon Iota,collegiate,Chowan University,North Carolina,Southern,Inactive,false
828,Upsilon Kappa,collegiate,Suny at Plattsburgh,New York,Eastern,Inactive,false
119,Upsilon Lambda,alumni,,Florida,Southern,Active,false
829,Upsilon Mu,collegiate,Southern Methodist University,Texas,Southwestern,Active,false
835,Upsilon Omicron,collegiate,Oglethorpe University,Georgia,Southern,Active,false
844,Upsilon Phi,collegiate,Bethel University,Tennessee,Southern,Active,false
837,Upsilon Pi,collegiate,Hobart and William Smith Colleges,New York,Eastern,Inactive,false
846,Upsilon Psi,collegiate,,Georgia,Southern,Active,false
838,Upsilon Rho,collegiate,University of San Francisco,Northern California,Western,Active,false
840,Upsilon Sigma,collegiate,Florida Gulf Coast University,Florida,Southern,Active,false
841,Upsilon Tau,collegiate,Belmont University,Tennessee,Southern,Dormant,false
826,Upsilon Theta,collegiate,Florida Atlantic University,Florida,Southern,Active,false
842,Upsilon Upsilon,collegiate,New York University,New York,Eastern,Active,false
833,Upsilon Xi,collegiate,University of Illinois SpringField,Illinois,Midwestern,Active,false
824,Upsilon Zeta,collegiate,"University of Maryland, Baltimore County","Washington DC, Maryland, Delaware",Eastern,Dechartered,true
13,Xi,collegiate,Wilberforce University,Ohio,Midwestern,Active,false
486,Xi Alpha,collegiate,Morehead State University,Kentucky,Midwestern,Inactive,false
590,Xi Alpha Lambda,alumni,,Virginia,Eastern,Active,false
487,Xi Beta,collegiate,Troy University,Alabama,Southern,Active,false
591,Xi Beta Lambda,alumni,,Texas,Southwestern,Inactive,false
706,Xi Chi,collegiate,,Ohio,Midwestern,Inactive,false
610,Xi Chi Lambda,alumni,,Louisiana,Southwestern,Dechartered,true
489,Xi Delta,collegiate,James Madison University,Virginia,Eastern,Inactive,false
593,Xi Delta Lambda,alumni,,Virginia,Eastern,Active,false
490,Xi Epsilon,collegiate,Morris College,South Carolina,Southern,Active,false
594,Xi Epsilon Lambda,alumni,,Missouri,Midwestern,Inactive,false
492,Xi Eta,collegiate,Wake Forest University,North Carolina,Southern,Active,false
596,Xi Eta Lambda,alumni,,Texas,Southwestern,Active,false
488,Xi Gamma,collegiate,Southeast Missouri State University,Missouri,Midwestern,Active,false
592,Xi Gamma Lambda,alumni,,South Carolina,Southern,Active,false
494,Xi Iota,collegiate,University of Central Florida,Florida,Southern,Active,false
598,Xi Iota Lambda,alumni,,Southern California,Western,Active,false
495,Xi Kappa,collegiate,,Florida,Southern,Dechartered,true
599,Xi Kappa Lambda,alumni,,Texas,Southwestern,Active,false
113,Xi Lambda,alumni,,Illinois,Midwestern,Active,false
496,Xi Mu,collegiate,,Pennsylvania,Eastern,Dechartered,true
600,Xi Mu Lambda,alumni,,Kansas,Midwestern,Dechartered,true
497,Xi Nu,collegiate,Emporia State University,Kansas,Midwestern,Active,false
601,Xi Nu Lambda,alumni,,Louisiana,Southwestern,Active,false
499,Xi Omicron,collegiate,University of Delaware,"Washington DC, Maryland, Delaware",Eastern,Active,false
603,Xi Omicron Lambda,alumni,,Florida,Southern,Active,false
705,Xi Phi,collegiate,Winthrop University,South Carolina,Southern,Active,false
609,Xi Phi Lambda,alumni,,South Carolina,Southern,Active,false
700,Xi Pi,collegiate,California State University East Bay,Northern California,Western,Active,false
604,Xi Pi Lambda,alumni,,Kentucky,Midwestern,Dechartered,true
707,Xi Psi,collegiate,Hofstra University,New York,Eastern,Active,false
611,Xi Psi Lambda,alumni,,Florida,Southern,Active,false
701,Xi Rho,collegiate,San Francisco State University,Northern California,Western,Active,false
605,Xi Rho Lambda,alumni,,Florida,Southern,Dechartered,true
702,Xi Sigma,collegiate,Indiana University of Penn,Pennsylvania,Eastern,Active,false
606,Xi Sigma Lambda,alumni,,Florida,Southern,Dechartered,true
703,Xi Tau,collegiate,Georgia Southern University,Georgia,Southern,Active,false
607,Xi Tau Lambda,alumni,,Texas,Southwestern,Active,false
493,Xi Theta,collegiate,,West Virginia,Midwestern,Dechartered,true
597,Xi Theta Lambda,alumni,,South Carolina,Southern,Active,false
704,Xi Upsilon,collegiate,,Northern California,Western,Dechartered,true
608,Xi Upsilon Lambda,alumni,,South Carolina,Southern,Dechartered,true
498,Xi Xi,collegiate,Jacksonville State University,Alabama,Southern,Active,false
602,Xi Xi Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
491,Xi Zeta,collegiate,Longwood University,Virginia,Eastern,Active,false
595,Xi Zeta Lambda,alumni,,Mississippi,Southern,Active,false
6,Zeta,collegiate,Yale University,New England,Eastern,Active,false
332,Zeta Alpha,collegiate,University of Missouri-Columbia,Missouri,Midwestern,Active,false
234,Zeta Alpha Lambda,alumni,,Florida,Southern,Active,false
333,Zeta Beta,collegiate,Ferris State University,Michigan,Midwestern,Active,false
235,Zeta Beta Lambda,alumni,,Northern California,Western,Active,false
352,Zeta Chi,collegiate,University of Texas - Arlington,Texas,Southwestern,Active,false
254,Zeta Chi Lambda,alumni,,Louisiana,Southwestern,Dechartered,true
335,Zeta Delta,collegiate,Michigan State University,Michigan,Midwestern,Suspended,false
237,Zeta Delta Lambda,alumni,,Ohio,Midwestern,Active,false
336,Zeta Epsilon,collegiate,,North Carolina,Southern,Dechartered,true
238,Zeta Epsilon Lambda,alumni,,New Jersey,Eastern,Active,false
338,Zeta Eta,collegiate,New York Institute of Technology,New York,Eastern,Inactive,false
240,Zeta Eta Lambda,alumni,,North Carolina,Southern,Active,false
334,Zeta Gamma,collegiate,University of Central Missouri,Missouri,Midwestern,Active,false
236,Zeta Gamma Lambda,alumni,,Oklahoma,Southwestern,Active,false
340,Zeta Iota,collegiate,University of Wisconsin-Whitewater,Wisconsin,Midwestern,Suspended,false
242,Zeta Iota Lambda,alumni,,New Jersey,Eastern,Active,false
341,Zeta Kappa,collegiate,,Texas,Southwestern,Dechartered,true
243,Zeta Kappa Lambda,alumni,,Iowa,Midwestern,Active,false
106,Zeta Lambda,alumni,,Virginia,Eastern,Active,false
342,Zeta Mu,collegiate,Georgia State University,Georgia,Southern,Active,false
244,Zeta Mu Lambda,alumni,,Mississippi,Southern,Active,false
343,Zeta Nu,collegiate,Eastern Illinois University,Illinois,Midwestern,Active,false
245,Zeta Nu Lambda,alumni,,New Jersey,Eastern,Active,false
345,Zeta Omicron,collegiate,Murray State University,Kentucky,Midwestern,Active,false
247,Zeta Omicron Lambda,alumni,,Pennsylvania,Eastern,Active,false
351,Zeta Phi,collegiate,Mississippi Valley State University,Mississippi,Southern,Active,false
253,Zeta Phi Lambda,alumni,,New England,Eastern,Active,false
346,Zeta Pi,collegiate,University of Georgia,Georgia,Southern,Active,false
248,Zeta Pi Lambda,alumni,,Great Northwest,Western,Active,false
353,Zeta Psi,collegiate,West Chester University,Pennsylvania,Eastern,Active,false
255,Zeta Psi Lambda,alumni,,Louisiana,Southwestern,Active,false
347,Zeta Rho,collegiate,Indiana State University,Indiana,Midwestern,Active,false
249,Zeta Rho Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
348,Zeta Sigma,collegiate,University of Central Oklahoma,Oklahoma,Southwestern,Active,false
250,Zeta Sigma Lambda,alumni,,Southern California,Western,Active,false
349,Zeta Tau,collegiate,Texas A&M University-Commerce,Texas,Southwestern,Active,false
251,Zeta Tau Lambda,alumni,,Texas,Southwestern,Active,false
339,Zeta Theta,collegiate,University of Arizona,"Arizona, Nevada, New Mexico",Western,Active,false
241,Zeta Theta Lambda,alumni,,Pennsylvania,Eastern,Active,false
350,Zeta Upsilon,collegiate,,Oklahoma,Southwestern,Dechartered,true
252,Zeta Upsilon Lambda,alumni,,Virginia,Eastern,Active,false
344,Zeta Xi,collegiate,University of Louisiana - Lafayette,Louisiana,Southwestern,Active,false
246,Zeta Xi Lambda,alumni,,Illinois,Midwestern,Active,false
337,Zeta Zeta,collegiate,University of Oklahoma,Oklahoma,Southwestern,Active,false
239,Zeta Zeta Lambda,alumni,,New York,Eastern,Active,false
