chapter_key,chapter_name,chapter_type_code,university,district,region,status_code,is_dechartered
1,Alpha,collegiate,Cornell University,New York,Eastern,Active,false
23,Alpha Alpha,collegiate,University of Cincinnati,Ohio,Midwestern,Active,false
123,Alpha Alpha Lambda,alumni,,New Jersey,Eastern,Active,false
24,Alpha Beta,collegiate,Talladega College,Alabama,Southern,Active,false
124,Alpha Beta Lambda,alumni,,Kentucky,Midwestern,Active,false
43,Alpha Chi,collegiate,Fisk University,Tennessee,Southern,Active,false
143,Alpha Chi Lambda,alumni,,Georgia,Southern,Active,false
26,Alpha Delta,collegiate,University of Southern California,Southern California,Western,Active,false
126,Alpha Delta Lambda,alumni,,Tennessee,Southern,Active,false
27,Alpha Epsilon,collegiate,University of California - Berkeley,Northern California,Western,Active,false
127,Alpha Epsilon Lambda,alumni,,Mississippi,Southern,Active,false
29,Alpha Eta,collegiate,Saint Louis University,Missouri,Midwestern,Active,false
129,Alpha Eta Lambda,alumni,,Texas,Southwestern,Active,false
25,Alpha Gamma,collegiate,Brown University,New England,Eastern,Inactive,false
125,Alpha Gamma Lambda,alumni,,New York,Eastern,Active,false
31,Alpha Iota,collegiate,University of Colorado,Rocky Mountain (Colorado/Utah),Western,Dechartered,true
131,Alpha Iota Lambda,alumni,,West Virginia,Midwestern,Inactive,false
32,Alpha Kappa,collegiate,Amherst College,New England,Eastern,Active,false
132,Alpha Kappa Lambda,alumni,,Virginia,Eastern,Active,false
101,Alpha Lambda,alumni,,Kentucky,Midwestern,Active,false
33,Alpha Mu,collegiate,Northwestern University,Illinois,Midwestern,Active,false
133,Alpha Mu Lambda,alumni,,Tennessee,Southern,Active,false
34,Alpha Nu,collegiate,Drake University,Iowa,Midwestern,Dechartered,true
134,Alpha Nu Lambda,alumni,,Alabama,Southern,Active,false
36,Alpha Omicron,collegiate,Johnson C. Smith University,North Carolina,Southern,Active,false
136,Alpha Omicron Lambda,alumni,,Pennsylvania,Eastern,Active,false
42,Alpha Phi,collegiate,Clark Atlanta University,Georgia,Southern,Active,false
142,Alpha Phi Lambda,alumni,,Virginia,Eastern,Active,false
37,Alpha Pi,collegiate,University of Louisville,Kentucky,Midwestern,Active,false
137,Alpha Pi Lambda,alumni,,North Carolina,Southern,Active,false
44,Alpha Psi,collegiate,Lincoln University,Missouri,Midwestern,Suspended,false
144,Alpha Psi Lambda,alumni,,South Carolina,Southern,Active,false
38,Alpha Rho,collegiate,Morehouse College,Georgia,Southern,Active,false
138,Alpha Rho Lambda,alumni,,Ohio,Midwestern,Active,false
39,Alpha Sigma,collegiate,Wiley College,Texas,Southwestern,Active,false
139,Alpha Sigma Lambda,alumni,,Texas,Southwestern,Active,false
40,Alpha Tau,collegiate,University of Akron,Ohio,Midwestern,Active,false
140,Alpha Tau Lambda,alumni,,Oklahoma,Southwestern,Active,false
30,Alpha Theta,collegiate,University of Iowa,Iowa,Midwestern,Active,false
130,Alpha Theta Lambda,alumni,,New Jersey,Eastern,Active,false
41,Alpha Upsilon,collegiate,Wayne State University,Michigan,Midwestern,Active,false
141,Alpha Upsilon Lambda,alumni,,Alabama,Southern,Active,false
35,Alpha Xi,collegiate,University of Washington,Great Northwest,Western,Active,false
135,Alpha Xi Lambda,alumni,,Ohio,Midwestern,Active,false
28,Alpha Zeta,collegiate,West Virginia State University,West Virginia,Midwestern,Active,false
128,Alpha Zeta Lambda,alumni,,West Virginia,Midwestern,Active,false
2,Beta,collegiate,Howard University,"Washington DC, Maryland, Delaware",Eastern,Active,false
45,Beta Alpha,collegiate,Morgan State University,"Washington DC, Maryland, Delaware",Eastern,Active,false
145,Beta Alpha Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
46,Beta Beta,collegiate,"University of Nebraska, Omaha",Nebraska,Midwestern,Active,false
146,Beta Beta Lambda,alumni,,Florida,Southern,Active,false
65,Beta Chi,collegiate,Philander Smith College,Arkansas,Southwestern,Active,false
165,Beta Chi Lambda,alumni,,Oklahoma,Southwestern,Active,false
48,Beta Delta,collegiate,South Carolina State University,South Carolina,Southern,Active,false
148,Beta Delta Lambda,alumni,,Florida,Southern,Active,false
49,Beta Epsilon,collegiate,North Carolina A & T State University,North Carolina,Southern,Active,false
149,Beta Epsilon Lambda,alumni,,Oklahoma,Southwestern,Active,false
51,Beta Eta,collegiate,Southern Illinois University - Carbondale,Illinois,Midwestern,Active,false
151,Beta Eta Lambda,alumni,,Oklahoma,Southwestern,Active,false
47,Beta Gamma,collegiate,Virginia State University,Virginia,Eastern,Active,false
147,Beta Gamma Lambda,alumni,,Virginia,Eastern,Active,false
53,Beta Iota,collegiate,Winston-Salem State University,North Carolina,Southern,Active,false
153,Beta Iota Lambda,alumni,,Louisiana,Southwestern,Active,false
54,Beta Kappa,collegiate,Langston University,Oklahoma,Southwestern,Active,false
154,Beta Kappa Lambda,alumni,,South Carolina,Southern,Active,false
102,Beta Lambda,alumni,,Missouri,Midwestern,Active,false
55,Beta Mu,collegiate,Kentucky State University,Kentucky,Midwestern,Cease and Desist,false
155,Beta Mu Lambda,alumni,,North Carolina,Southern,Active,false
56,Beta Nu,collegiate,Florida A and M University,Florida,Southern,Active,false
156,Beta Nu Lambda,alumni,,North Carolina,Southern,Active,false
58,Beta Omicron,collegiate,Tennessee State University,Tennessee,Southern,Active,false
158,Beta Omicron Lambda,alumni,,Alabama,Southern,Active,false
64,Beta Phi,collegiate,Dillard University,Louisiana,Southwestern,Active,false
164,Beta Phi Lambda,alumni,,Georgia,Southern,Active,false
59,Beta Pi,collegiate,Lane College,Tennessee,Southern,Active,false
159,Beta Pi Lambda,alumni,,New York,Eastern,Active,false
66,Beta Psi,collegiate,Richmond University - The American University in London,International,Eastern,Inactive,false
166,Beta Psi Lambda,alumni,,Southern California,Western,Active,false
60,Beta Rho,collegiate,Shaw University,North Carolina,Southern,Active,false
160,Beta Rho Lambda,alumni,,Ohio,Midwestern,Dechartered,true
61,Beta Sigma,collegiate,Southern University & A&M College,Louisiana,Southwestern,Active,false
161,Beta Sigma Lambda,alumni,,New England,Eastern,Active,false
62,Beta Tau,collegiate,Xavier University of Louisiana,Louisiana,Southwestern,Active,false
162,Beta Tau Lambda,alumni,,Texas,Southwestern,Active,false
52,Beta Theta,collegiate,Bluefield State College,West Virginia,Midwestern,Dechartered,true
152,Beta Theta Lambda,alumni,,North Carolina,Southern,Active,false
63,Beta Upsilon,collegiate,Alabama State University,Alabama,Southern,Active,false
163,Beta Upsilon Lambda,alumni,,Tennessee,Southern,Inactive,false
57,Beta Xi,collegiate,Lemoyne - Owen College,Tennessee,Southern,Active,false
157,Beta Xi Lambda,alumni,,Nebraska,Midwestern,Active,false
50,Beta Zeta,collegiate,Elizabeth City State University,North Carolina,Southern,Active,false
150,Beta Zeta Lambda,alumni,,Missouri,Midwestern,Active,false
21,Chi,collegiate,Meharry Medical College,Tennessee,Southern,Active,false
121,Chi Lambda,alumni,,Ohio,Midwestern,Active,false
4,Delta,collegiate,Huston-Tillotson University,Texas,Southwestern,Active,false
89,Delta Alpha,collegiate,Claflin College,South Carolina,Southern,Suspended,false
189,Delta Alpha Lambda,alumni,,Ohio,Midwestern,Active,false
90,Delta Beta,collegiate,Bethune-Cookman College,Florida,Southern,Active,false
190,Delta Beta Lambda,alumni,,Virginia,Eastern,Active,false
308,Delta Chi,collegiate,Brooklyn College,New York,Eastern,Inactive,false
210,Delta Chi Lambda,alumni,,Wisconsin,Midwestern,Active,false
92,Delta Delta,collegiate,Albany State University,Georgia,Southern,Active,false
192,Delta Delta Lambda,alumni,,Florida,Southern,Active,false
93,Delta Epsilon,collegiate,University of Buffalo,New York,Eastern,Active,false
193,Delta Epsilon Lambda,alumni,,Illinois,Midwestern,Active,false
95,Delta Eta,collegiate,Savannah State University,Georgia,Southern,Active,false
195,Delta Eta Lambda,alumni,,Kansas,Midwestern,Active,false
91,Delta Gamma,collegiate,Alabama A and M University,Alabama,Southern,Active,false
191,Delta Gamma Lambda,alumni,,Ohio,Midwestern,Active,false
97,Delta Iota,collegiate,Rutgers University,New Jersey,Eastern,Active,false
197,Delta Iota Lambda,alumni,,Georgia,Southern,Active,false
98,Delta Kappa,collegiate,Alcorn State University,Mississippi,Southern,Inactive,false
198,Delta Kappa Lambda,alumni,,South Carolina,Southern,Active,false
104,Delta Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
99,Delta Mu,collegiate,Wichita State University,Kansas,Midwestern,Inactive,false
199,Delta Mu Lambda,alumni,,New Jersey,Eastern,Active,false
100,Delta Nu,collegiate,University of Maryland Eastern Shore,"Washington DC, Maryland, Delaware",Eastern,Active,false
200,Delta Nu Lambda,alumni,,Virginia,Eastern,Active,false
301,Delta Omicron,collegiate,,Northern California,Western,Dechartered,true
203,Delta Omicron Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
307,Delta Phi,collegiate,Jackson State University,Mississippi,Southern,Cease and Desist,false
209,Delta Phi Lambda,alumni,,Alabama,Southern,Active,false
302,Delta Pi,collegiate,Cheyney University of Pennsylvania,Pennsylvania,Eastern,Active,false
204,Delta Pi Lambda,alumni,,Alabama,Southern,Active,false
309,Delta Psi,collegiate,Florida Memorial College,Florida,Southern,Active,false
211,Delta Psi Lambda,alumni,,Rocky Mountain (Colorado/Utah),Western,Active,false
303,Delta Rho,collegiate,University of Missouri-Kansas City,Missouri,Midwestern,Active,false
205,Delta Rho Lambda,alumni,,Texas,Southwestern,Active,false
304,Delta Sigma,collegiate,Grambling State University,Louisiana,Southwestern,Active,false
206,Delta Sigma Lambda,alumni,,Arkansas,Southwestern,Active,false
305,Delta Tau,collegiate,Saint Paul's College,Virginia,Eastern,Dechartered,true
207,Delta Tau Lambda,alumni,,"Arizona, Nevada, New Mexico",Western,Active,false
96,Delta Theta,collegiate,Texas Southern University,Texas,Southwestern,Active,false
196,Delta Theta Lambda,alumni,,Alabama,Southern,Active,false
306,Delta Upsilon,collegiate,Miami University - Oxford,Ohio,Midwestern,Active,false
208,Delta Upsilon Lambda,alumni,,Louisiana,Southwestern,Active,false
300,Delta Xi,collegiate,Central State University,Ohio,Midwestern,Active,false
202,Delta Xi Lambda,alumni,,Florida,Southern,Active,false
94,Delta Zeta,collegiate,Syracuse University,New York,Eastern,Active,false
194,Delta Zeta Lambda,alumni,,South Carolina,Southern,Active,false
5,Epsilon,collegiate,University of Michigan-Ann Arbor,Michigan,Midwestern,Active,false
310,Epsilon Alpha,collegiate,University of Toledo,Ohio,Midwestern,Active,false
212,Epsilon Alpha Lambda,alumni,,Arkansas,Southwestern,Active,false
311,Epsilon Beta,collegiate,California State University - Fresno,Northern California,Western,Inactive,false
213,Epsilon Beta Lambda,alumni,,Georgia,Southern,Active,false
330,Epsilon Chi,collegiate,University of Kentucky,Kentucky,Midwestern,Active,false
232,Epsilon Chi Lambda,alumni,,North Carolina,Southern,Active,false
313,Epsilon Delta,collegiate,Kent State University,Ohio,Midwestern,Active,false
215,Epsilon Delta Lambda,alumni,,Alabama,Southern,Active,false
314,Epsilon Epsilon,collegiate,Oklahoma State University,Oklahoma,Southwestern,Active,false
216,Epsilon Epsilon Lambda,alumni,,Texas,Southwestern,Active,false
316,Epsilon Eta,collegiate,Eastern Michigan University,Michigan,Midwestern,Active,false
218,Epsilon Eta Lambda,alumni,,Missouri,Midwestern,Dechartered,true
312,Epsilon Gamma,collegiate,,Texas,Southwestern,Dechartered,true
214,Epsilon Gamma Lambda,alumni,,New England,Eastern,Active,false
318,Epsilon Iota,collegiate,University of Texas - Austin,Texas,Southwestern,Active,false
220,Epsilon Iota Lambda,alumni,,Virginia,Eastern,Active,false
319,Epsilon Kappa,collegiate,Bradley University,Illinois,Midwestern,Active,false
221,Epsilon Kappa Lambda,alumni,,Louisiana,Southwestern,Active,false
105,Epsilon Lambda,alumni,,Missouri,Midwestern,Active,false
320,Epsilon Mu,collegiate,San Jose State University,Northern California,Western,Active,false
222,Epsilon Mu Lambda,alumni,,Florida,Southern,Active,false
321,Epsilon Nu,collegiate,Stillman College,Alabama,Southern,Active,false
223,Epsilon Nu Lambda,alumni,,Virginia,Eastern,Active,false
323,Epsilon Omicron,collegiate,,Kansas,Midwestern,Dechartered,true
225,Epsilon Omicron Lambda,alumni,,Virginia,Eastern,Active,false
329,Epsilon Phi,collegiate,Northern Illinois University,Illinois,Midwestern,Active,false
231,Epsilon Phi Lambda,alumni,,Texas,Southwestern,Active,false
324,Epsilon Pi,collegiate,Norfolk State University,Virginia,Eastern,Active,false
226,Epsilon Pi Lambda,alumni,,Florida,Southern,Active,false
331,Epsilon Psi,collegiate,Missouri University of Science and Technology,Missouri,Midwestern,Active,false
233,Epsilon Psi Lambda,alumni,,Louisiana,Southwestern,Active,false
325,Epsilon Rho,collegiate,Lamar University,Texas,Southwestern,Active,false
227,Epsilon Rho Lambda,alumni,,North Carolina,Southern,Active,false
326,Epsilon Sigma,collegiate,University of Texas-San Antonio,Texas,Southwestern,Inactive,false
228,Epsilon Sigma Lambda,alumni,,North Carolina,Southern,Active,false
327,Epsilon Tau,collegiate,University of Wisconsin-Milwaukee,Wisconsin,Midwestern,Active,false
229,Epsilon Tau Lambda,alumni,,Texas,Southwestern,Active,false
317,Epsilon Theta,collegiate,Bowling Green State University,Ohio,Midwestern,Active,false
219,Epsilon Theta Lambda,alumni,,International,Eastern,Active,false
328,Epsilon Upsilon,collegiate,Southern University - New Orleans,Louisiana,Southwestern,Active,false
230,Epsilon Upsilon Lambda,alumni,,Michigan,Midwestern,Active,false
322,Epsilon Xi,collegiate,Western Michigan University,Michigan,Midwestern,Active,false
224,Epsilon Xi Lambda,alumni,,Mississippi,Southern,Active,false
315,Epsilon Zeta,collegiate,Fayetteville State University,North Carolina,Southern,Active,false
217,Epsilon Zeta Lambda,alumni,,Great Northwest,Western,Active,false
7,Eta,collegiate,Columbia University,New York,Eastern,Active,false
354,Eta Alpha,collegiate,Paine College,Georgia,Southern,Active,false
256,Eta Alpha Lambda,alumni,,New England,Eastern,Active,false
355,Eta Beta,collegiate,,Wisconsin,Midwestern,Dechartered,true
257,Eta Beta Lambda,alumni,,Kansas,Midwestern,Inactive,false
374,Eta Chi,collegiate,University of Louisiana at Monroe,Louisiana,Southwestern,Cease and Desist,false
276,Eta Chi Lambda,alumni,,New York,Eastern,Active,false
357,Eta Delta,collegiate,University of Miami,Florida,Southern,Active,false
259,Eta Delta Lambda,alumni,,Louisiana,Southwestern,Active,false
358,Eta Epsilon,collegiate,University of N Texas,Texas,Southwestern,Active,false
260,Eta Epsilon Lambda,alumni,,International,Eastern,Inactive,false
360,Eta Eta,collegiate,Western Illinois University,Illinois,Midwestern,Active,false
262,Eta Eta Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
356,Eta Gamma,collegiate,Prairie View A&M University,Texas,Southwestern,Active,false
258,Eta Gamma Lambda,alumni,,Louisiana,Southwestern,Active,false
362,Eta Iota,collegiate,Voorhees University,South Carolina,Southern,Active,false
264,Eta Iota Lambda,alumni,,Georgia,Southern,Active,false
363,Eta Kappa,collegiate,Louisiana Tech University,Louisiana,Southwestern,Active,false
265,Eta Kappa Lambda,alumni,,Florida,Southern,Active,false
107,Eta Lambda,alumni,,Georgia,Southern,Active,false
364,Eta Mu,collegiate,University of Houston,Texas,Southwestern,Active,false
266,Eta Mu Lambda,alumni,,North Carolina,Southern,Active,false
365,Eta Nu,collegiate,East Carolina University,North Carolina,Southern,Active,false
267,Eta Nu Lambda,alumni,,Michigan,Midwestern,Active,false
367,Eta Omicron,collegiate,N Carolina State University,North Carolina,Southern,Active,false
269,Eta Omicron Lambda,alumni,,South Carolina,Southern,Active,false
373,Eta Phi,collegiate,"University of Tennessee, Chattanooga",Tennessee,Southern,Active,false
275,Eta Phi Lambda,alumni,,Mississippi,Southern,Active,false
368,Eta Pi,collegiate,University of Wisconsin-Oshkosh,Wisconsin,Midwestern,Active,false
270,Eta Pi Lambda,alumni,,Southern California,Western,Active,false
375,Eta Psi,collegiate,Texas Christian University,Texas,Southwestern,Inactive,false
277,Eta Psi Lambda,alumni,,"Arizona, Nevada, New Mexico",Western,Active,false
369,Eta Rho,collegiate,Western Kentucky University,Kentucky,Midwestern,Active,false
271,Eta Rho Lambda,alumni,,New York,Eastern,Active,false
370,Eta Sigma,collegiate,San Diego State University,Southern California,Western,Active,false
272,Eta Sigma Lambda,alumni,,Northern California,Western,Active,false
371,Eta Tau,collegiate,Illinois State University,Illinois,Midwestern,Active,false
273,Eta Tau Lambda,alumni,,Ohio,Midwestern,Active,false
361,Eta Theta,collegiate,,Oklahoma,Southwestern,Dechartered,true
263,Eta Theta Lambda,alumni,,New York,Eastern,Active,false
372,Eta Upsilon,collegiate,Texas Tech University,Texas,Southwestern,Active,false
274,Eta Upsilon Lambda,alumni,,Arkansas,Southwestern,Active,false
366,Eta Xi,collegiate,,Michigan,Midwestern,Dechartered,true
268,Eta Xi Lambda,alumni,,Oklahoma,Southwestern,Active,false
359,Eta Zeta,collegiate,Bowie State University,"Washington DC, Maryland, Delaware",Eastern,Active,false
261,Eta Zeta Lambda,alumni,,New York,Eastern,Active,false
3,Gamma,collegiate,Virginia Union University,Virginia,Eastern,Active,false
67,Gamma Alpha,collegiate,Texas College,Texas,Southwestern,Active,false
167,Gamma Alpha Lambda,alumni,,Virginia,Eastern,Active,false
68,Gamma Beta,collegiate,N Carolina Central University,North Carolina,Southern,Active,false
168,Gamma Beta Lambda,alumni,,Kentucky,Midwestern,Dechartered,true
87,Gamma Chi,collegiate,Pittsburg State University,Kansas,Midwestern,Active,false
187,Gamma Chi Lambda,alumni,,Northern California,Western,Active,false
70,Gamma Delta,collegiate,University of Arkansas - Pine Bluff,Arkansas,Southwestern,Active,false
170,Gamma Delta Lambda,alumni,,,Midwestern,Dechartered,true
71,Gamma Epsilon,collegiate,University of Wisconsin-Madison,Wisconsin,Midwestern,Active,false
171,Gamma Epsilon Lambda,alumni,,Kentucky,Midwestern,Dechartered,true
73,Gamma Eta,collegiate,Indiana University,Indiana,Midwestern,Inactive,false
173,Gamma Eta Lambda,alumni,,Texas,Southwestern,Active,false
69,Gamma Gamma,collegiate,Allen University,South Carolina,Southern,Active,false
169,Gamma Gamma Lambda,alumni,,South Carolina,Southern,Active,false
75,Gamma Iota,collegiate,Hampton University,Virginia,Eastern,Active,false
175,Gamma Iota Lambda,alumni,,New York,Eastern,Active,false
76,Gamma Kappa,collegiate,Miles College,Alabama,Southern,Active,false
176,Gamma Kappa Lambda,alumni,,North Carolina,Southern,Active,false
103,Gamma Lambda,alumni,,Michigan,Midwestern,Active,false
77,Gamma Mu,collegiate,Livingstone College,North Carolina,Southern,Active,false
177,Gamma Mu Lambda,alumni,,Florida,Southern,Active,false
78,Gamma Nu,collegiate,Penn State University,Pennsylvania,Eastern,Active,false
178,Gamma Nu Lambda,alumni,,Virginia,Eastern,Active,false
80,Gamma Omicron,collegiate,,Tennessee,Southern,Dechartered,true
180,Gamma Omicron Lambda,alumni,,Georgia,Southern,Active,false
86,Gamma Phi,collegiate,Tuskegee University,Alabama,Southern,Cease and Desist,false
186,Gamma Phi Lambda,alumni,,Northern California,Western,Active,false
81,Gamma Pi,collegiate,Benedict College,South Carolina,Southern,Active,false
181,Gamma Pi Lambda,alumni,,Texas,Southwestern,Active,false
88,Gamma Psi,collegiate,Saint Augustine's College,North Carolina,Southern,Inactive,false
188,Gamma Psi Lambda,alumni,,North Carolina,Southern,Dechartered,true
82,Gamma Rho,collegiate,Purdue University,Indiana,Midwestern,Active,false
182,Gamma Rho Lambda,alumni,,Indiana,Midwestern,Active,false
83,Gamma Sigma,collegiate,Delaware State University,"Washington DC, Maryland, Delaware",Eastern,Active,false
183,Gamma Sigma Lambda,alumni,,Georgia,Southern,Active,false
84,Gamma Tau,collegiate,,Michigan,Midwestern,Dechartered,true
184,Gamma Tau Lambda,alumni,,Texas,Southwestern,Active,false
74,Gamma Theta,collegiate,University of Dayton,Ohio,Midwestern,Active,false
174,Gamma Theta Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
85,Gamma Upsilon,collegiate,Tougaloo College,Mississippi,Southern,Active,false
185,Gamma Upsilon Lambda,alumni,,Texas,Southwestern,Active,false
79,Gamma Xi,collegiate,University of California - Los Angeles,Southern California,Western,Active,false
179,Gamma Xi Lambda,alumni,,Minnesota,Midwestern,Active,false
72,Gamma Zeta,collegiate,Fort Valley State University,Georgia,Southern,Active,false
172,Gamma Zeta Lambda,alumni,,Florida,Southern,Active,false
201,General Organization,alumni,,District 700,Region 7,Active,false
9,Iota,collegiate,Morris Brown College,Georgia,Southern,Active,false
398,Iota Alpha,collegiate,George Mason University,Virginia,Eastern,Active,false
502,Iota Alpha Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
399,Iota Beta,collegiate,University of Virginia,Virginia,Eastern,Active,false
503,Iota Beta Lambda,alumni,,Florida,Southern,Active,false
418,Iota Chi,collegiate,,Southern California,Western,Dechartered,true
522,Iota Chi Lambda,alumni,,Michigan,Midwestern,Active,false
401,Iota Delta,collegiate,Florida State University,Florida,Southern,Active,false
505,Iota Delta Lambda,alumni,,Illinois,Midwestern,Active,false
402,Iota Epsilon,collegiate,Grand Valley State University,Michigan,Midwestern,Active,false
506,Iota Epsilon Lambda,alumni,,Florida,Southern,Active,false
404,Iota Eta,collegiate,Mercer University,Georgia,Southern,Active,false
508,Iota Eta Lambda,alumni,,South Carolina,Southern,Inactive,false
400,Iota Gamma,collegiate,,Mississippi,Southern,Dechartered,true
504,Iota Gamma Lambda,alumni,,Georgia,Southern,Dechartered,true
406,Iota Iota,collegiate,The College of New Jersey,New Jersey,Eastern,Active,false
510,Iota Iota Lambda,alumni,,New York,Eastern,Active,false
407,Iota Kappa,collegiate,Paul Quinn College,Texas,Southwestern,Active,false
511,Iota Kappa Lambda,alumni,,New York,Eastern,Inactive,false
109,Iota Lambda,alumni,,Indiana,Midwestern,Active,false
408,Iota Mu,collegiate,Stephen F. Austin State University,Texas,Southwestern,Active,false
512,Iota Mu Lambda,alumni,,Great Northwest,Western,Active,false
409,Iota Nu,collegiate,"University of Alabama, Birmingham",Alabama,Southern,Active,false
513,Iota Nu Lambda,alumni,,Northern California,Western,Active,false
411,Iota Omicron,collegiate,,Texas,Southwestern,Dechartered,true
515,Iota Omicron Lambda,alumni,,Rocky Mountain (Colorado/Utah),Western,Active,false
417,Iota Phi,collegiate,,Ohio,Midwestern,Dechartered,true
521,Iota Phi Lambda,alumni,,Michigan,Midwestern,Dechartered,true
412,Iota Pi,collegiate,Southern Illinois University - Edwardsville,Illinois,Midwestern,Active,false
516,Iota Pi Lambda,alumni,,Florida,Southern,Active,false
419,Iota Psi,collegiate,California State Polytechnic University,Southern California,Western,Active,false
523,Iota Psi Lambda,alumni,,"Arizona, Nevada, New Mexico",Western,Active,false
413,Iota Rho,collegiate,Rutgers University-Newark,New Jersey,Eastern,Active,false
517,Iota Rho Lambda,alumni,,Michigan,Midwestern,Active,false
414,Iota Sigma,collegiate,Millersville University,Pennsylvania,Eastern,Inactive,false
518,Iota Sigma Lambda,alumni,,Florida,Southern,Active,false
415,Iota Tau,collegiate,Washington State University,Great Northwest,Western,Active,false
519,Iota Tau Lambda,alumni,,Virginia,Eastern,Dechartered,true
405,Iota Theta,collegiate,,Indiana,Midwestern,Dechartered,true
509,Iota Theta Lambda,alumni,,New York,Eastern,Active,false
416,Iota Upsilon,collegiate,Utah State University,Rocky Mountain (Colorado/Utah),Western,Dechartered,true
520,Iota Upsilon Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
410,Iota Xi,collegiate,Truman State University,Missouri,Midwestern,Active,false
514,Iota Xi Lambda,alumni,,Louisiana,Southwestern,Active,false
403,Iota Zeta,collegiate,University of Maryland at College Park,"Washington DC, Maryland, Delaware",Eastern,Active,false
507,Iota Zeta Lambda,alumni,,Southern California,Western,Active,false
10,Kappa,collegiate,Ohio State University,Ohio,Midwestern,Active,false
420,Kappa Alpha,collegiate,University of Alabama - Tuscaloosa,Alabama,Southern,Active,false
524,Kappa Alpha Lambda,alumni,,Northern California,Western,Inactive,false
421,Kappa Beta,collegiate,Mississippi State University,Mississippi,Southern,Active,false
525,Kappa Beta Lambda,alumni,,Pennsylvania,Eastern,Active,false
440,Kappa Chi,collegiate,Francis Marion University,South Carolina,Southern,Active,false
544,Kappa Chi Lambda,alumni,,Illinois,Midwestern,Active,false
423,Kappa Delta,collegiate,University of Connecticut,New England,Eastern,Active,false
527,Kappa Delta Lambda,alumni,,Michigan,Midwestern,Active,false
424,Kappa Epsilon,collegiate,Cameron University,Oklahoma,Southwestern,Inactive,false
528,Kappa Epsilon Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
530,Kappa Eta Lambda,alumni,,Southern California,Western,Active,false
422,Kappa Gamma,collegiate,University of North Alabama,Alabama,Southern,Inactive,false
526,Kappa Gamma Lambda,alumni,,Arkansas,Southwestern,Active,false
428,Kappa Iota,collegiate,Southern Arkansas University,Arkansas,Southwestern,Active,false
532,Kappa Iota Lambda,alumni,,New Jersey,Eastern,Active,false
429,Kappa Kappa,collegiate,"University of Arkansas, Fayetteville",Arkansas,Southwestern,Active,false
533,Kappa Kappa Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Dechartered,true
110,Kappa Lambda,alumni,,North Carolina,Southern,Active,false
430,Kappa Mu,collegiate,Nicholls State University,Louisiana,Southwestern,Active,false
534,Kappa Mu Lambda,alumni,,Ohio,Midwestern,Dechartered,true
431,Kappa Nu,collegiate,Southeastern Louisiana University,Louisiana,Southwestern,Active,false
535,Kappa Nu Lambda,alumni,,Alabama,Southern,Active,false
433,Kappa Omicron,collegiate,Duke University,North Carolina,Southern,Active,false
537,Kappa Omicron Lambda,alumni,,Northern California,Western,Active,false
439,Kappa Phi,collegiate,,International,Eastern,Dechartered,true
543,Kappa Phi Lambda,alumni,,"Washington DC, Maryland, Delaware",Eastern,Active,false
